Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH,LOW ,PREV. CLOSE ,ltp,close,vwap,52W H ,52W L ,VOLUME ,No of trades 
01-Jan-25,Wednesday,January,Q1,2025,EQ,130000.0,130789.3,129000.0,130634.9,129300.1,129374.5,129905.7,151445.0,116347.9,2343.0,1825.0
31-Dec-24,Tuesday,December,Q4,2024,EQ,130990.0,131400.0,129552.0,131141.8,130300.0,130634.9,130528.3,151445.0,116347.9,3714.0,2908.0
30-Dec-24,Monday,December,Q4,2024,EQ,130955.0,131873.6,129500.0,131553.8,131100.0,131141.8,130856.2,151445.0,116347.9,10148.0,8000.0
27-Dec-24,Friday,December,Q4,2024,EQ,131000.0,132675.0,130930.0,131204.2,131301.0,131553.8,131821.3,151445.0,116347.9,4886.0,3316.0
26-Dec-24,Thursday,December,Q4,2024,EQ,129890.0,131500.0,129890.0,130343.2,131494.1,131204.2,130801.8,151445.0,116347.9,5181.0,3914.0
24-Dec-24,Tuesday,December,Q4,2024,EQ,131180.0,131180.0,129950.0,130345.9,130000.0,130343.2,130400.5,151445.0,116347.9,2554.0,1820.0
23-Dec-24,Monday,December,Q4,2024,EQ,128060.0,130500.0,128060.0,128057.9,130226.0,130345.9,129778.3,151445.0,116347.9,4229.0,3205.0
20-Dec-24,Friday,December,Q4,2024,EQ,129843.1,130660.1,127556.1,129843.1,127864.4,128057.9,128374.4,151445.0,115500.1,9524.0,5170.0
19-Dec-24,Thursday,December,Q4,2024,EQ,129000.0,130104.0,128888.0,130411.3,129701.0,129843.1,129514.5,151445.0,115500.1,3035.0,2267.0
18-Dec-24,Wednesday,December,Q4,2024,EQ,131000.0,131499.4,130100.0,130976.6,130320.8,130411.3,130751.6,151445.0,115500.1,3584.0,2683.0
17-Dec-24,Tuesday,December,Q4,2024,EQ,132530.5,132530.6,130664.1,132530.5,131150.0,130976.6,131451.7,151445.0,115500.1,4757.0,3570.0
16-Dec-24,Monday,December,Q4,2024,EQ,133240.3,133442.8,132300.0,133235.3,132700.0,132530.5,132732.2,151445.0,115500.1,2755.0,2284.0
13-Dec-24,Friday,December,Q4,2024,EQ,132000.0,133500.0,130900.1,131872.4,133012.1,133235.3,132412.0,151445.0,115500.1,5396.0,3809.0
12-Dec-24,Thursday,December,Q4,2024,EQ,132600.0,132781.8,131655.6,132517.4,132100.0,131872.4,132005.2,151445.0,115500.1,3243.0,2289.0
11-Dec-24,Wednesday,December,Q4,2024,EQ,132101.0,132800.0,131851.3,132458.3,132624.1,132517.4,132385.2,151445.0,115500.1,3350.0,2801.0
10-Dec-24,Tuesday,December,Q4,2024,EQ,133100.0,133119.3,131647.3,132151.4,131986.0,132458.3,132441.7,151445.0,115500.1,6593.0,4917.0
09-Dec-24,Monday,December,Q4,2024,EQ,131240.0,133172.5,130800.6,130635.6,132433.6,132151.4,132290.1,151445.0,115500.1,7413.0,5467.0
06-Dec-24,Friday,December,Q4,2024,EQ,130900.0,132200.0,130416.2,130761.5,130799.0,130635.6,131252.1,151445.0,110856.2,7588.0,5747.0
05-Dec-24,Thursday,December,Q4,2024,EQ,126900.0,131210.0,126566.1,126841.4,130700.0,130761.5,129808.2,151445.0,110856.2,13817.0,8814.0
04-Dec-24,Wednesday,December,Q4,2024,EQ,125800.0,127200.0,125325.1,125585.1,126858.0,126841.4,126274.7,151445.0,110856.2,7926.0,5249.0
03-Dec-24,Tuesday,December,Q4,2024,EQ,125500.0,125896.6,124894.5,125359.4,125580.0,125585.1,125432.1,151445.0,110856.2,5200.0,3330.0
02-Dec-24,Monday,December,Q4,2024,EQ,125100.0,125440.9,124261.0,125251.3,125300.0,125359.4,124943.4,151445.0,110856.2,5110.0,3168.0
29-Nov-24,Friday,November,Q4,2024,EQ,123000.0,125432.1,122702.7,123662.4,125040.9,125251.3,124805.6,151445.0,110856.2,8271.0,5773.0
28-Nov-24,Thursday,November,Q4,2024,EQ,124548.0,124690.0,123458.1,124534.2,123580.0,123662.4,123833.5,151445.0,110856.2,6135.0,4277.0
27-Nov-24,Wednesday,November,Q4,2024,EQ,124150.0,125300.0,123110.3,124173.2,124999.9,124534.2,124176.8,151445.0,110856.2,5246.0,3790.0
26-Nov-24,Tuesday,November,Q4,2024,EQ,124700.0,125749.7,124000.1,124492.4,124206.5,124173.2,124789.3,151445.0,110856.2,4556.0,3499.0
25-Nov-24,Monday,November,Q4,2024,EQ,126000.0,126200.0,124000.0,124597.0,124800.0,124492.4,124851.4,151445.0,110856.2,14605.0,8881.0
22-Nov-24,Friday,November,Q4,2024,EQ,123662.0,124742.8,122538.1,123509.9,124453.0,124597.0,123963.0,151445.0,110617.6,6464.0,4260.0
21-Nov-24,Thursday,November,Q4,2024,EQ,123100.0,124100.0,121751.1,122950.6,123462.0,123509.9,123123.9,151445.0,110617.6,6696.0,5034.0
19-Nov-24,Tuesday,November,Q4,2024,EQ,120900.0,124194.6,120570.9,120861.1,122820.0,122950.6,122756.8,151445.0,110617.6,9833.0,7030.0
18-Nov-24,Monday,November,Q4,2024,EQ,119088.1,121174.7,119024.2,120551.8,120930.0,120861.1,120460.5,151445.0,110617.6,6728.0,4734.0
14-Nov-24,Thursday,November,Q4,2024,EQ,120400.0,121901.0,120283.0,120483.7,120601.0,120551.8,120860.9,151445.0,107033.1,5012.0,3737.0
13-Nov-24,Wednesday,November,Q4,2024,EQ,120900.0,121660.0,119925.3,120924.2,120720.5,120483.7,120899.1,151445.0,107033.1,7941.0,5497.0
12-Nov-24,Tuesday,November,Q4,2024,EQ,123700.0,124107.7,120717.1,123045.6,121000.0,120924.2,122188.7,151445.0,107033.1,8804.0,6221.0
11-Nov-24,Monday,November,Q4,2024,EQ,120101.0,125154.1,120050.0,119354.3,122700.0,123045.6,123172.7,151445.0,107033.1,23062.0,14984.0
08-Nov-24,Friday,November,Q4,2024,EQ,121000.0,121249.5,117401.1,121026.0,119100.0,119354.3,119024.3,151445.0,107008.1,15073.0,10738.0
07-Nov-24,Thursday,November,Q4,2024,EQ,121900.0,122333.7,120231.1,121613.6,121149.5,121026.0,121082.8,151445.0,107008.1,5330.0,3885.0
06-Nov-24,Wednesday,November,Q4,2024,EQ,119845.0,121840.8,119845.0,119530.2,121840.0,121613.6,120963.2,151445.0,107008.1,6948.0,5120.0
05-Nov-24,Tuesday,November,Q4,2024,EQ,120801.0,121243.9,118000.0,120876.8,119845.0,119530.2,119384.2,151445.0,107008.1,9899.0,6719.0
04-Nov-24,Monday,November,Q4,2024,EQ,123750.0,123830.3,120500.0,123330.3,120550.0,120876.8,121676.9,151445.0,107008.1,9772.0,6808.0
01-Nov-24,Friday,November,Q4,2024,EQ,122500.0,123499.5,122500.0,122524.5,123380.0,123330.3,123289.1,151445.0,107008.1,927.0,788.0
31-Oct-24,Thursday,October,Q4,2024,EQ,122100.0,122972.8,121503.0,121989.4,122219.9,122524.5,122217.0,151445.0,107008.1,4359.0,3314.0
30-Oct-24,Wednesday,October,Q4,2024,EQ,122200.0,123163.4,121300.1,122507.9,122198.0,121989.4,122234.7,151445.0,107008.1,6372.0,4325.0
29-Oct-24,Tuesday,October,Q4,2024,EQ,123399.0,123400.0,120750.0,123091.0,122345.6,122507.9,121857.9,151445.0,107008.1,5946.0,4361.0
28-Oct-24,Monday,October,Q4,2024,EQ,122900.0,124298.0,122819.3,122751.8,122999.0,123091.0,123481.7,151445.0,107008.1,5059.0,4120.0
25-Oct-24,Friday,October,Q4,2024,EQ,124131.2,124862.3,121875.1,124131.2,122899.0,122751.8,123228.5,151445.0,107008.1,6300.0,4291.0
24-Oct-24,Thursday,October,Q4,2024,EQ,125600.0,125999.9,123950.0,125494.0,124160.0,124131.2,124581.1,151445.0,107008.1,5151.0,3768.0
23-Oct-24,Wednesday,October,Q4,2024,EQ,126100.0,126755.0,124988.4,126407.3,125500.0,125494.0,125914.4,151445.0,107008.1,6712.0,4948.0
22-Oct-24,Tuesday,October,Q4,2024,EQ,128990.0,128990.0,126100.0,128243.0,126498.0,126407.3,127328.3,151445.0,107008.1,5713.0,4270.0
21-Oct-24,Monday,October,Q4,2024,EQ,130100.0,132000.0,128051.1,129444.7,128250.0,128243.0,129850.1,151445.0,107008.1,9788.0,6923.0
18-Oct-24,Friday,October,Q4,2024,EQ,129800.0,129950.0,128618.0,129811.8,129599.0,129444.7,129399.9,151445.0,107008.1,3964.0,3119.0
17-Oct-24,Thursday,October,Q4,2024,EQ,130421.0,130949.9,129400.0,130493.8,129898.0,129811.8,129925.8,151445.0,107008.1,3163.0,2339.0
16-Oct-24,Wednesday,October,Q4,2024,EQ,131000.3,131278.1,129530.1,131027.3,130585.0,130493.8,130304.7,151445.0,107008.1,5437.0,3734.0
15-Oct-24,Tuesday,October,Q4,2024,EQ,131914.0,132500.0,130850.0,131913.3,131186.6,131027.3,131348.6,151445.0,107008.1,6023.0,3424.0
14-Oct-24,Monday,October,Q4,2024,EQ,132197.6,132900.0,131251.2,132197.6,132125.1,131913.3,132070.8,151445.0,107008.1,5429.0,4182.0
11-Oct-24,Friday,October,Q4,2024,EQ,132400.0,132417.9,131151.2,132214.5,132214.2,132197.6,131926.1,151445.0,106405.0,3353.0,2424.0
10-Oct-24,Thursday,October,Q4,2024,EQ,133600.0,133690.0,132000.0,132583.3,132409.9,132214.5,132673.5,151445.0,106405.0,3208.0,2398.0
09-Oct-24,Wednesday,October,Q4,2024,EQ,133800.0,133990.0,132450.9,132140.2,132700.0,132583.3,132941.6,151445.0,106405.0,4681.0,3659.0
08-Oct-24,Tuesday,October,Q4,2024,EQ,131600.0,132583.9,130850.1,131237.9,132200.0,132140.2,131760.9,151445.0,106405.0,5944.0,4527.0
07-Oct-24,Monday,October,Q4,2024,EQ,135377.0,135500.0,130555.0,133408.8,131555.0,131237.9,132162.8,151445.0,106405.0,7958.0,6477.0
04-Oct-24,Friday,October,Q4,2024,EQ,136600.0,136782.8,133000.0,136104.4,133500.0,133408.8,134302.1,151445.0,106405.0,10223.0,7379.0
03-Oct-24,Thursday,October,Q4,2024,EQ,138000.0,139894.5,135924.4,140262.9,136200.0,136104.4,137417.2,151445.0,106405.0,7483.0,5529.0
01-Oct-24,Tuesday,October,Q4,2024,EQ,139600.0,140447.1,138950.2,138513.7,140101.0,140262.9,139877.8,151445.0,106405.0,3931.0,3077.0
30-Sep-24,Monday,September,Q3,2024,EQ,141000.0,141884.9,138200.1,140973.9,138600.0,138513.7,139546.9,151445.0,106405.0,6269.0,4956.0
27-Sep-24,Friday,September,Q3,2024,EQ,138700.0,142383.9,138377.0,138852.2,141000.1,140973.9,141235.3,151445.0,106405.0,12240.0,8793.0
26-Sep-24,Thursday,September,Q3,2024,EQ,139250.0,139500.0,137697.1,139156.2,138800.0,138852.2,138609.7,151445.0,106405.0,8335.0,5982.0
25-Sep-24,Wednesday,September,Q3,2024,EQ,137348.0,139855.7,137300.2,137813.0,139139.0,139156.2,138747.2,151445.0,106405.0,8665.0,5902.0
24-Sep-24,Tuesday,September,Q3,2024,EQ,137210.0,138000.0,136750.0,137234.8,137204.6,137813.0,137570.3,151445.0,106405.0,5250.0,3744.0
23-Sep-24,Monday,September,Q3,2024,EQ,136050.0,137500.0,136050.0,135934.4,137292.3,137234.8,136840.1,151445.0,106405.0,5664.0,4122.0
20-Sep-24,Friday,September,Q3,2024,EQ,136500.0,136818.3,135100.1,136347.6,136000.0,135934.4,135902.5,151445.0,106405.0,13578.0,8567.0
19-Sep-24,Thursday,September,Q3,2024,EQ,134700.0,136850.0,134123.0,134242.7,136500.0,136347.6,135550.0,151445.0,106405.0,7839.0,5632.0
18-Sep-24,Wednesday,September,Q3,2024,EQ,135690.0,135690.0,133300.0,135219.2,134300.0,134242.7,134393.0,151445.0,106405.0,4978.0,3648.0
17-Sep-24,Tuesday,September,Q3,2024,EQ,137050.0,137264.4,135053.0,136427.0,135249.0,135219.2,135716.7,151445.0,106405.0,2915.0,2447.0
16-Sep-24,Monday,September,Q3,2024,EQ,137800.0,138509.0,136100.0,137354.0,136250.0,136427.0,136890.3,151445.0,106405.0,5576.0,4151.0
13-Sep-24,Friday,September,Q3,2024,EQ,136400.0,137600.0,135800.1,135962.3,137485.0,137354.0,137086.3,151445.0,106405.0,4948.0,3794.0
12-Sep-24,Thursday,September,Q3,2024,EQ,135798.0,136476.1,135500.0,135346.0,135600.0,135962.3,135939.7,151445.0,106405.0,3413.0,2530.0
11-Sep-24,Wednesday,September,Q3,2024,EQ,136220.0,136650.0,135141.8,135759.4,135775.3,135346.0,135798.0,151445.0,106405.0,5167.0,3425.0
10-Sep-24,Tuesday,September,Q3,2024,EQ,134850.0,136359.9,134255.7,133979.3,135775.0,135759.4,135527.2,151445.0,106405.0,5084.0,4179.0
09-Sep-24,Monday,September,Q3,2024,EQ,135000.0,135000.0,132600.0,134260.8,134117.0,133979.3,133874.7,151445.0,106405.0,6107.0,5103.0
06-Sep-24,Friday,September,Q3,2024,EQ,136350.0,136700.0,134042.5,136017.1,134200.0,134260.8,135151.3,151445.0,106405.0,3820.0,3237.0
05-Sep-24,Thursday,September,Q3,2024,EQ,136250.0,136666.0,135500.0,135326.9,136000.0,136017.1,136056.5,151445.0,106405.0,3971.0,2959.0
04-Sep-24,Wednesday,September,Q3,2024,EQ,134398.0,135459.8,134055.5,134419.0,135300.0,135326.9,134996.9,151445.0,106405.0,4118.0,2876.0
03-Sep-24,Tuesday,September,Q3,2024,EQ,134750.0,134798.0,134040.0,134195.3,134500.0,134419.0,134365.2,151445.0,106405.0,4691.0,3200.0
02-Sep-24,Monday,September,Q3,2024,EQ,135450.0,136078.7,134000.0,134833.5,134400.9,134195.3,134646.8,151445.0,106405.0,6841.0,5230.0
